BpHYR1_010762	CG3595	CG3595 (D. melanogaster) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_010765	rCG37289	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_010769	uncharacterized protein KIAA1109 homolog	KIAA1109 (H. sapiens) -like protein	
BpHYR1_010779	putative G- coupled receptor 128	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_010861	3)-fucosyltransferase C-like	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_010897	dnaJ homolog subfamily C member 16 isoform X1	dnaJ -like protein	
BpHYR1_010975	ras and EF-hand domain-containing homolog	ras and EF-hand domain-containing protein -like	
BpHYR1_010977	ras and EF-hand domain-containing homolog	ras and EF-hand domain-containing protein -like	
BpHYR1_011001	neurogenic locus notch homolog 1	neurogenic locus notch -like protein	
BpHYR1_011026	MAP microtubule affinity-regulating kinase isoform CRA_a	MAP microtubule affinity-regulating kinase -like protein	
BpHYR1_011050	son of sevenless homolog 1 isoform X2	son of sevenless -like protein	
BpHYR1_011079	Flattop homolog	Flattop -like protein	
BpHYR1_011115	dnaJ homolog subfamily C member 3-like	dnaJ -like protein	
BpHYR1_011167	Cep192	Cep192 (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011195	transmembrane 127	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011326	DET1 homolog	DET1 -like protein	
BpHYR1_011351	transmembrane 229B isoform X1	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011362	JC7958galaxin precursor - reef coral	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011452	coiled-coil domain-containing 169-like	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011492	FAM220A isoform X1	FAM220A (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011493	calponin homology domain-containing DDB_G0272472	calponin homology domain-containing protein	
BpHYR1_011697	centrosomal of 131 kDa isoform X1	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011712	cytochrome p450 3045C3	cytochrome p450 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_011715	uracil phosphoribosyltransferase homolog	uracil phosphoribosyltransferase -like protein	
BpHYR1_011799	DBH-like monooxygenase 1 homolog	DBH-like monooxygenase 1 -like protein	
BpHYR1_011802	chromosome transmission fidelity 8 homolog	chromosome transmission fidelity 8 -like protein	
BpHYR1_011824	methyltransferase 14 homolog	methyltransferase 14 -like protein	
BpHYR1_011863	kinesin unc-104 isoform X1	kinesin unc-104 (C. elegans) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012026	centrosomal of 104 kDa-like isoform X1	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012029	intraflagellar transport 172 homolog	intraflagellar transport 172 -like protein	
BpHYR1_012049	spinster homolog 1-like isoform X2	spinster -like protein	
BpHYR1_012053	dyslexia-associated KIAA0319 isoform X1	dyslexia-associated KIAA0319 (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012054	spinster homolog 1-like isoform X2	spinster -like protein	
BpHYR1_012101	putative uncharacterized protein KIAA2013 homolog isoform X3	KIAA2013 (H. sapiens) -like protein	
BpHYR1_012102	transmembrane 120B	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012204	E3 ubiquitin- ligase RNF181-like	E3 ubiquitin-ligase RNF181-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012223	RIKEN cDNA 4930578I06 gene	-	
BpHYR1_012288	kinase D-interacting substrate of 220	kinase D-interacting substrate -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012290	coiled-coil domain-containing 171-like	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012292	kinase D-interacting substrate of 220 kDa isoform X1	kinase D-interacting substrate -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012315	CD109 antigen	CD109 antigen -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012429	mothers against decapentaplegic homolog 4 isoform X2	mothers against decapentaplegic  -like protein	
BpHYR1_012475	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_012478	neurogenic locus notch homolog 2	neurogenic locus notch -like protein	
BpHYR1_012582	ZAG	ZAG -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_012757	transmembrane 164	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_012758	histidine methyltransferase 1 homolog	histidine methyltransferase 1 -like protein	
BpHYR1_012866	dnaJ homolog subfamily A member 2	dnaJ -like protein	
BpHYR1_012869	synaptobrevin homolog YKT6	synaptobrevin YKT6 -like protein	
BpHYR1_013039	coiled-coil domain-containing 170	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013051	A Chain Crystal Spectroscopic And Catalytic Properties Of Cobalt(Ii) Copper(Ii) Nickel(Ii) And Mercury(Ii) Derivatives Of The Zinc Endopeptidase A Correlation Of Structure And Proteolytic Activity	-	SUSPECT_PRODUCT_NAMES: 10 features Is longer than 100 characters. Remove descriptive phrases or synonyms from product names. Keep valid long product names, eg long enzyme names
BpHYR1_013094	putative G- coupled receptor 139	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013175	Y-box factor homolog	Y-box factor -like protein	
BpHYR1_013353	alpha-ketoglutarate-dependent dioxygenase alkB homolog 6	alpha-ketoglutarate-dependent dioxygenase alkB -like protein	
BpHYR1_013388	nuclear pore membrane glyco 210	nuclear pore membrane glycoprotein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013391	zinc finger 423 homolog isoform X2	zinc finger protein 423 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013423	RNA polymerase-associated RTF1 homolog	RNA polymerase-associated RTF1 -like protein	
BpHYR1_013452	crumbs homolog 2 isoform X3	crumbs -like protein	
BpHYR1_013549	cleft lip and palate transmembrane 1 homolog	cleft lip and palate transmembrane protein -like	
BpHYR1_013550	SWI SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD H box 1	SWI SNF-related matrix-associated actin-dependent regulator of chromatin -like protein	SUSPECT_PRODUCT_NAMES: 10 features Is longer than 100 characters. Remove descriptive phrases or synonyms from product names. Keep valid long product names, eg long enzyme names
BpHYR1_013557	UV excision repair RAD23 homolog B	UV excision repair RAD23 -like protein	
BpHYR1_013560	nuclear pore complex Nup155	nuclear pore complex protein Nup155 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013583	Os07g0166850	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013638	zinc finger 296	zinc finger protein 296 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013643	transmembrane 184C	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013649	flightless-1 homolog isoform X1	flightless-1 -like protein	
BpHYR1_013676	Transmembrane 115	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013771	nuclear pore membrane glyco 210 isoform X3	nuclear pore membrane glycoprotein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_013813	UXT	UXT -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_013896	4-beta-D-mannan mannanohydrolase)	mannan endo-1-4-beta-mannosidase (beta-mannanase) (1-4-beta-D-mannan mannanohydrolase)	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_013926	mitochondrial carrier homolog 2-like	mitochondrial carrier -like protein	
BpHYR1_013951	FAM161A	FAM161A (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014051	surfeit locus 4 homolog	surfeit locus 4 -like protein	
BpHYR1_014066	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_014156	putative uncharacterized protein C17orf105 homolog	C17orf105 (H. sapiens) -like protein	
BpHYR1_014157	CDV3 homolog A	CDV3 -like protein	
BpHYR1_014222	ribosomal RNA-processing 7 homolog A	ribosomal RNA-processing 7 -like protein	
BpHYR1_014258	RMD5 homolog A isoform X1	RMD5 -like protein	
BpHYR1_014313	CLP1 homolog	CLP1 -like protein	
BpHYR1_014314	CLP1 homolog	CLP1 -like protein	
BpHYR1_014371	band 7 AGAP004871-like	band 7 protein AGAP004871 (A. gambiae) -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014424	dispatched homolog 1	dispatched -like protein	
BpHYR1_014506	Smaug homolog 1 isoform X1	Smaug -like protein	
BpHYR1_014519	pre-mRNA-processing factor 40 homolog A-like isoform X1	pre-mRNA-processing factor 40 -like protein	
BpHYR1_014533	AsIV-cont00009-ORF1	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014546	SSUH2 homolog isoform X1	SSUH2  -like protein	
BpHYR1_014554	Autophagy-related 101	Autophagy-related 101 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014672	zinc finger 658-like	zinc finger protein 658 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014854	fatty acyl- reductase CG5065	fatty acyl-CoA reductase -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014867	coiled-coil domain-containing 137	coiled-coil domain-containing protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014873	isoform CRA_b	-	
BpHYR1_014915	centrosomal C10orf90 homolog isoform X1	C10orf90 (H. sapiens) -like protein	
BpHYR1_014969	neurogenic locus notch homolog 2 isoform X1	neurogenic locus notch -like protein	
BpHYR1_014977	2118404U ORF	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_014994	neurogenic locus notch homolog 2	neurogenic locus notch -like protein	
BpHYR1_015007	neurogenic locus notch homolog 1	neurogenic locus notch -like protein	
BpHYR1_015240	slit homolog 3	slit -like protein	
BpHYR1_015246	UPF0538 C2orf76 homolog	C2orf76 (H. sapiens) -like protein	
BpHYR1_015280	enabled homolog isoform X2	enabled -like protein	
BpHYR1_015309	dnaJ homolog subfamily C member 11	dnaJ -like protein	
BpHYR1_015349	KIAA1045 homolog	KIAA1045 (H. sapiens) -like protein	
BpHYR1_015379	cornifelin homolog A-like	cornifelin -like protein	
BpHYR1_015447	GTP-binding 10 homolog	GTP-binding protein 10 -like	
BpHYR1_015493	putative G- coupled receptor 139	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_015600	duf1295 domain	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_015637	mRNA turnover 4 homolog	mRNA turnover 4 -like protein	
BpHYR1_015681	intraflagellar transport 20 homolog	intraflagellar transport 20 -like protein	
BpHYR1_015707	Tetratricopeptide repeat (fragment)	Tetratricopeptide repeat -like protein	SUSPECT_PRODUCT_NAMES: 2 features contain 'Fragment'
BpHYR1_015725	centrosomal of 290 kDa-like	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_015742	disks large homolog 5 isoform X1	disks large -like protein	
BpHYR1_015818	neurogenic locus notch homolog 2-like	neurogenic locus notch -like protein	
BpHYR1_015824	Retrovirus-related Pol poly from transposon 412	Retrovirus-related Pol poly from transposon	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_015873	slit homolog 2 -like	slit -like protein	
BpHYR1_015878	ATP-dependent zinc metalloprotease YME1 homolog	ATP-dependent zinc metalloprotease YME1 -like protein	
BpHYR1_015957	abnormal spindle-like microcephaly-associated homolog	abnormal spindle-like microcephaly-associated -like protein	
BpHYR1_016024	tRNA (uracil-5-)-methyltransferase homolog A	tRNA (uracil-5-)-methyltransferase -like protein	
BpHYR1_016069	CDGSH iron-sulfur domain-containing 2 homolog	CDGSH iron-sulfur domain-containing 2 -like protein	
BpHYR1_016070	nuclear pore complex Nup205	nuclear pore complex protein Nup205 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_016076	nuclear pore complex Nup205	nuclear pore complex protein Nup205 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_016082	G- coupled receptor 126-like isoform X1	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_016150	transmembrane adipocyte-associated 1 homolog	transmembrane adipocyte-associated 1 -like protein	
BpHYR1_016170	nucleolar complex 4 homolog	nucleolar complex 4 -like protein	
BpHYR1_016207	dnaJ homolog subfamily B member 6-like isoform X1	dnaJ -like protein	
BpHYR1_016209	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_016211	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_016290	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016291	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016292	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016293	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016294	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016301	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016302	unc-80 homolog	unc-80 (C. elegans) -like protein	
BpHYR1_016344	UPF0705 C11orf49 homolog isoform X1	C11orf49 (H. sapiens) -like protein	
BpHYR1_016614	FIT family CG10671	FIT family protein CG10671 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_016674	transient receptor potential cation channel subfamily A member 1 homolog	transient receptor potential cation channel subfamily A member 1 -like protein	
BpHYR1_016691	glioma tumor suppressor candidate region gene 2	glioma tumor suppressor candidate region protein 2	
BpHYR1_016695	placenta-specific gene 8 -like	placenta-specific protein 8 -like	
BpHYR1_016698	placenta-specific gene 8 -like	placenta-specific protein 8 -like	
BpHYR1_016699	cornifelin homolog	cornifelin -like protein	
BpHYR1_016801	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase mitochondrial-like	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase mitochondrial -like protein	SUSPECT_PRODUCT_NAMES: 10 features Is longer than 100 characters. Remove descriptive phrases or synonyms from product names. Keep valid long product names, eg long enzyme names
BpHYR1_016872	leucine-rich repeat-containing DDB_G0290503	leucine-rich repeat-containing protein	
BpHYR1_016931	lin-7 homolog C	lin-7  -like protein	
BpHYR1_016935	transport and Golgi organization 2 homolog	transport and Golgi organization 2 -like protein	
BpHYR1_016941	segment polarity dishevelled homolog DVL-3 isoform X1	segment polarity dishevelled -like protein	
BpHYR1_016984	WAS family homolog 1	WAS family -like protein	
BpHYR1_017012	phosphatidylserine phosphatidylglycerophosphate cardiolinpin synthase and related enzymes	Phosphatidylserine/phosphatidylglycerophosphate/cardiolinpin synthase -like protein	SUSPECT_PRODUCT_NAMES: 12 features May contain plural
BpHYR1_017094	clavaminate synthase At3g21360	clavaminate synthase At3g21360 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017175	3)-fucosyltransferase C-like	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_017195	transmembrane FAM155A-like	transmembrane FAM155A (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017218	TEX261	TEX261 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017247	cornifelin homolog B-like	cornifelin -like protein	
BpHYR1_017258	placenta-specific gene 8	placenta-specific protein 8	
BpHYR1_017280	A disintegrin and metallo ase with thrombospondin motifs	A disintegrin and metallo ase with thrombospondin motifs -like protein	SUSPECT_PRODUCT_NAMES: 12 features May contain plural
BpHYR1_017288	tRNA methyltransferase 10 homolog B isoform X1	tRNA methyltransferase 10 -like protein	
BpHYR1_017363	failed axon connections homolog	failed axon connections -like protein	
BpHYR1_017423	SJCHGC05312	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017453	putative G- coupled receptor 128	G-coupled receptor -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017480	OPI10 homolog	OPI10 -like protein	
BpHYR1_017489	suppressor of tumorigenicity 14 homolog	suppressor of tumorigenicity 14 -like protein	
BpHYR1_017501	AAEL008217	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017535	unc-93 homolog A	unc-93 (C. elegans) -like protein	
BpHYR1_017692	AAEL004720	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017702	DNA repair RAD51 homolog 4 isoform X1	DNA repair RAD51 -like protein	
BpHYR1_017713	CD151 antigen-like	CD151 antigen -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017797	3)-fucosyltransferase C-like	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_017808	sorting and assembly machinery component 50 homolog	sorting and assembly machinery component 50 -like protein	
BpHYR1_017816	fuzzy homolog	fuzzy -like protein	
BpHYR1_017858	guanine nucleotide-binding -like 3 homolog	guanine nucleotide-binding -like 3 -like protein	
BpHYR1_017862	putative uncharacterized protein C5orf49 homolog isoform X1	C5orf49 (H. sapiens) -like protein	
BpHYR1_017882	Bloom syndrome homolog	Bloom syndrome -like protein	
BpHYR1_017891	centrosomal of 131 kDa	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017894	intraflagellar transport 57 homolog	intraflagellar transport 57 -like protein	
BpHYR1_017895	kelch domain-containing 10 homolog	kelch domain-containing 10 -like protein	
BpHYR1_017896	RTF2 homolog	RTF2 -like protein	
BpHYR1_017899	disco-interacting 2 homolog C-like isoform X3	disco-interacting 2 -like protein	
BpHYR1_017902	disco-interacting 2 homolog B-A-like	disco-interacting 2 -like protein	
BpHYR1_017910	centrosomal of 131 kDa isoform X1	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_017992	DNA repair RAD51 homolog 1 isoform X1	DNA repair RAD51 -like protein	
BpHYR1_018044	transmembrane 128-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_018060	disco-interacting 2 homolog	disco-interacting 2 -like protein	
BpHYR1_018134	KIAA1370	FAM214A (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_018150	timeless homolog	timeless -like protein	
BpHYR1_018267	centrosome-associated 350 isoform X1	Centrosome-associated 350 protein (H. sapiens) -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_018283	thyroid adenoma-associated homolog	thyroid adenoma-associated -like protein	
BpHYR1_018293	J domain-containing DDB_G0295729-like isoform X1	J domain-containing -like protein	
BpHYR1_018347	carboxymethylenebutenolidase homolog isoform X2	carboxymethylenebutenolidase -like protein	
BpHYR1_018360	unc-13 homolog B isoform X8	unc-13 (C. elegans) -like protein	
BpHYR1_018394	proline synthase co-transcribed bacterial homolog	proline synthase co-transcribed bacterial -like protein	
BpHYR1_018395	UPF0669 C6orf120 homolog	C6orf120 (H. sapiens) -like protein	
BpHYR1_018400	UPF0462 C4orf33 homolog	C4orf33 (H. sapiens) -like protein	
BpHYR1_018555	slit homolog 2 -like	slit -like protein	
BpHYR1_018789	cell division control 6 homolog isoform X1	cell division control 6 -like protein	
BpHYR1_018833	cytochrome c oxidase assembly factor 7 homolog	cytochrome c oxidase assembly factor 7 -like protein	
BpHYR1_018953	transcription factor SPT20 homolog	transcription factor SPT20 -like protein	
BpHYR1_018979	autophagy-related 2 homolog B-	autophagy-related 2 -like protein	
BpHYR1_019134	3)-fucosyltransferase C-like	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_019190	crumbs homolog 1	crumbs -like protein	
BpHYR1_019195	eyes shut homolog	eyes shut -like protein	
BpHYR1_019247	tRNA methyltransferase 10 homolog A	tRNA methyltransferase 10 -like protein	
BpHYR1_019253	CG10174	CG10174 (D. melanogaster) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019255	zinc finger 706-like	zinc finger protein 706 -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019258	putative E3 ubiquitin- ligase RNF217	E3 ubiquitin-ligase RNF217-like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019269	transmembrane 237	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019288	centrosomal of 104 kDa-like	-	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019335	RNA binding fox-1 homolog 3-like isoform X1	RNA binding fox-1 -like protein	
BpHYR1_019336	truncated actin-4	Actin-4 -like protein	SUSPECT_PRODUCT_NAMES: 2 features contain 'truncat'
BpHYR1_019380	inscuteable homolog isoform X2	inscuteable -like protein	
BpHYR1_019462	mitochondrial import receptor subunit TOM22 homolog	mitochondrial import receptor subunit TOM22 -like protein	
BpHYR1_019528	unc-112-related	unc-12 (C. elegans) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019547	FAM199X isoform X2	FAM199X (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019674	ribosomal RNA processing 36 homolog	ribosomal RNA processing 36 -like protein	
BpHYR1_019677	failed axon connections homolog isoform X2	failed axon connections -like protein	
BpHYR1_019697	3)-fucosyltransferase C-like	alpha-(1-3)-fucosyltransferase C-like	FATAL: SUSPECT_PRODUCT_NAMES: 28 features contain unbalanced brackets or parentheses
BpHYR1_019720	cell division cycle 20 homolog	cell division cycle 20  -like protein	
BpHYR1_019748	kxDL motif-containing CG10681	kxDL motif-containing CG10681 -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019749	transmembrane 203	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_019785	unc-13 homolog A	unc-13 (C. elegans) -like protein	
BpHYR1_019831	Reverse transcriptase domain and Zinc CCHC-type domain and Peptidase retrovirus RVP subgroup domain and Aspartic peptidase domain-containing	-	
BpHYR1_019971	dpy-30 homolog	dpy-30 -like protein	
BpHYR1_020012	nucleolar complex 2 homolog	nucleolar complex 2 -like protein	
BpHYR1_020014	rRNA-processing FCF1 homolog	rRNA-processing FCF1 -like protein	
BpHYR1_020119	proteasome-associated ECM29 homolog	proteasome-associated ECM29 -like protein	
BpHYR1_020120	slit homolog 3 -like	slit -like protein	
BpHYR1_020121	proteasome-associated ECM29 homolog	proteasome-associated ECM29 -like protein	
BpHYR1_020122	neurogenic locus notch homolog 1	neurogenic locus notch -like protein	
BpHYR1_020123	neurogenic locus notch homolog 1-like	neurogenic locus notch -like protein	
BpHYR1_020244	sister chromatid cohesion PDS5 homolog B isoform X3	sister chromatid cohesion PDS5 -like protein	
BpHYR1_020272	etoposide-induced homolog	etoposide-induced -like protein	
BpHYR1_020346	V-type proton ATPase 116 kDa subunit a isoform 1 isoform X1	V-type proton ATPase subunit a -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_020378	COX assembly mitochondrial homolog	COX assembly mitochondrial -like protein	
BpHYR1_020476	HET	HET -like protein	SUSPECT_PRODUCT_NAMES: 57 features are all capital letters
BpHYR1_020477	U3 small nucleolar RNA-associated 15 homolog	U3 small nucleolar RNA-associated 15 -like protein	
BpHYR1_020495	FAD-linked oxidoreductase DDB_G0289697-like	FAD-linked oxidoreductase -like	
BpHYR1_020596	U5 small nuclear ribonucleo 200 kDa helicase	U5 small nuclear ribonucleo helicase -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_020746	transmembrane 147-like	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_020778	vacuolar sorting-associated 28 homolog	vacuolar sorting-associated 28 -like protein	
BpHYR1_020857	putative uncharacterized protein C15orf41 homolog isoform X2	C15orf41 (H. sapiens) -like protein	
BpHYR1_020860	transmembrane 203	transmembrane protein -like	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
BpHYR1_020887	KIAA0100	KIAA0100 (H. sapiens) -like protein	SUSPECT_PRODUCT_NAMES: 430 features contains three or more numbers together that may be identifiers more appropriate in note
